source,target,order,distance_km,shared_period
Le Murate,Dominae de Campo S. Petro,Benedictine,59.8,1390-1786
Le Murate,S. Anna (Lucca),Benedictine,59.8,1390-1808
Le Murate,S. Benedetto e S. Scolastica (Lucca),Benedictine,59.8,1390-1808
Le Murate,S. Bartolomeo,Benedictine,85.4,1390-1410
Le Murate,"Pieve di San Moderanno (Berceto, PR)",Benedictine,130.1,1390-1450
Le Murate,"Abbazia di San Caprasio (Aulla, MS)",Benedictine,114.3,1390-1785
S. Michele delle Campora (Benedictine),S Michaelis de Monte Tribaldi (Florence),Benedictine,0.0,1446-1808
S. Michele delle Campora (Benedictine),S. Verdiana,Benedictine,0.0,None
S. Michele delle Campora (Benedictine),S. Maria al Corso,Benedictine,59.8,None
S. Michele delle Campora (Benedictine),S. Dalmazio,Benedictine,59.8,None
S. Michele delle Campora (Benedictine),S. Cerbone,Benedictine,59.8,None
S. Michele delle Campora (Benedictine),Dominae de Campo S. Petro,Benedictine,59.8,1446-1786
S. Michele delle Campora (Benedictine),S. Anna (Lucca),Benedictine,59.8,1446-1808
S. Michele delle Campora (Benedictine),S. Benedetto e S. Scolastica (Lucca),Benedictine,59.8,1446-1808
S. Michele delle Campora (Benedictine),S. Bartolomeo,Benedictine,85.4,None
S. Michele delle Campora (Benedictine),"Pieve di San Moderanno (Berceto, PR)",Benedictine,130.1,1446-1450
S. Michele delle Campora (Benedictine),"Abbazia di San Caprasio (Aulla, MS)",Benedictine,114.3,1446-1785
S Michaelis de Monte Tribaldi (Florence),S. Verdiana,Benedictine,0.0,1391-1428
S Michaelis de Monte Tribaldi (Florence),S. Maria al Corso,Benedictine,59.8,None
S Michaelis de Monte Tribaldi (Florence),S. Dalmazio,Benedictine,59.8,1200-1282
S Michaelis de Monte Tribaldi (Florence),S. Cerbone,Benedictine,59.8,1200-1442
S Michaelis de Monte Tribaldi (Florence),Dominae de Campo S. Petro,Benedictine,59.8,1302-1786
S Michaelis de Monte Tribaldi (Florence),S. Anna (Lucca),Benedictine,59.8,1200-1808
S Michaelis de Monte Tribaldi (Florence),S. Benedetto e S. Scolastica (Lucca),Benedictine,59.8,1200-1808
S Michaelis de Monte Tribaldi (Florence),S. Bartolomeo,Benedictine,85.4,1200-1410
S Michaelis de Monte Tribaldi (Florence),"Pieve di San Moderanno (Berceto, PR)",Benedictine,130.1,1200-1450
S Michaelis de Monte Tribaldi (Florence),"Abbazia di San Caprasio (Aulla, MS)",Benedictine,114.3,1200-1785
S. Verdiana,S. Maria al Corso,Benedictine,59.8,None
S. Verdiana,S. Dalmazio,Benedictine,59.8,None
S. Verdiana,S. Cerbone,Benedictine,59.8,1391-1428
S. Verdiana,Dominae de Campo S. Petro,Benedictine,59.8,1391-1428
S. Verdiana,S. Anna (Lucca),Benedictine,59.8,1391-1428
S. Verdiana,S. Benedetto e S. Scolastica (Lucca),Benedictine,59.8,1391-1428
S. Verdiana,S. Bartolomeo,Benedictine,85.4,1391-1410
S. Verdiana,"Pieve di San Moderanno (Berceto, PR)",Benedictine,130.1,1391-1428
S. Verdiana,"Abbazia di San Caprasio (Aulla, MS)",Benedictine,114.3,1391-1428
Santa Maria degli Angeli ,Abbazia di San Salvatore,Camaldolese ,8.8,1295-1808
Certosa di Firenze,Certosa di Parma,Carthusian,136.0,1445-1810
S Maria Maddalena de’ Calsati (Florence),S. Maria Maddelena delle Convertite,Cistercian,0.0,1370-1442
S Maria Maddalena de’ Calsati (Florence),S. Maria dei Colli,Cistercian,59.8,None
S Maria Maddalena de’ Calsati (Florence),S. Pantaleone (Cistercian),Cistercian,59.8,1370-1783
S. Maria Maddelena delle Convertite,S. Maria dei Colli,Cistercian,59.8,1321-1350
S. Maria Maddelena delle Convertite,S. Pantaleone (Cistercian),Cistercian,59.8,1321-1442
San Domenico di Cafaggio ,S. Niccolo di Prato,Dominican,17.5,1300-1808
San Domenico di Cafaggio ,S. Domenico,Dominican,68.9,1382-1786
San Domenico di Cafaggio ,S. Silvestro,Dominican,68.9,1322-1786
San Domenico di Cafaggio ,S. Paolo all’Orto (Dominican),Dominican,68.9,1292-1808
Marienstein,Engelthal,Augustinian,63.0,1460-1565
Marienstein,Pillenreuth,Augustinian,63.0,1460-1804
Marienstein,"Würzburg, Augustinian Canonesses",Augustinian,135.4,1460-1572
Heidenheim,S. Walburg,Benedictine,0.0,1035-1537
Heidenheim,Kitzingen,Benedictine,146.2,750-1537
Heidenheim,Schwarzach,Benedictine,135.4,770-877
Heidenheim,Charoltesbach,Benedictine,135.4,800-900
Heidenheim,Thulba,Benedictine,135.4,1127-1525
Heidenheim,S. Ulrich,Benedictine,135.4,1350-1537
Heidenheim,S. Afra,Benedictine,135.4,1147-1537
Heidenheim,Kloster Blaubeuren,Benedictine,115.8,1230-1537
Heidenheim,Biburg,Benedictine,147.2,1125-1278
Heidenheim,FrauenwÃ¶rth,Benedictine,147.2,770-1537
S. Walburg,Kitzingen,Benedictine,146.2,1035-1544
S. Walburg,Schwarzach,Benedictine,135.4,None
S. Walburg,Charoltesbach,Benedictine,135.4,None
S. Walburg,Thulba,Benedictine,135.4,1127-1525
S. Walburg,S. Ulrich,Benedictine,135.4,1350-1583
S. Walburg,S. Afra,Benedictine,135.4,1147-1803
S. Walburg,Kloster Blaubeuren,Benedictine,115.8,1230-1592
S. Walburg,Biburg,Benedictine,147.2,1125-1278
S. Walburg,FrauenwÃ¶rth,Benedictine,147.2,1035-1803
NiederschÃ¶nenfeld,Himmelthron,Cistercian,80.5,1343-1525
NiederschÃ¶nenfeld,OberschÃ¶nenfeld,Cistercian,45.7,1241-1803
NiederschÃ¶nenfeld,S. Maria and S. Theodor,Cistercian,130.5,1241-1554
NiederschÃ¶nenfeld,SchlÃ¼sselau,Cistercian,122.9,1280-1554
NiederschÃ¶nenfeld,Birkenfeld,Cistercian,103.0,1275-1544
NiederschÃ¶nenfeld,Zimmern,Cistercian,51.7,1245-1525
NiederschÃ¶nenfeld,Maihingen,Cistercian,54.6,1473-1803
NiederschÃ¶nenfeld,Kärnach ,Cistercian,149.0,1279-1292
NiederschÃ¶nenfeld,Himmelspforten,Cistercian,149.0,1241-1804
NiederschÃ¶nenfeld,Frauenthal,Cistercian,133.8,1241-1808
NiederschÃ¶nenfeld,Falkenhagen,Cistercian,146.9,1241-1247
NiederschÃ¶nenfeld,Herwardeshausen,Cistercian,146.9,1245-1529
NiederschÃ¶nenfeld,Heggbach,Cistercian,146.9,1241-1803
NiederschÃ¶nenfeld,Pielenhofen,Cistercian,146.9,1241-1803
Quedlinburg Abbey,Gandersheim Abbey,Secular Canonesses,77.6,852-1803
Sonnefeld,Himmelthron,Cistercian,84.9,1343-1525
Sonnefeld,S. Maria and S. Theodor,Cistercian,39.5,1262-1525
Sonnefeld,Dietenborn,Cistercian,129.1,1496-1525
Sonnefeld,SchlÃ¼sselau,Cistercian,48.4,1280-1525
Sonnefeld,Birkenfeld,Cistercian,79.6,1275-1525
Sonnefeld,Marburghausen,Cistercian,47.6,1262-1525
Sonnefeld,S. Johanniszelle unter Wildberg,Cistercian,47.1,1262-1525
Sonnefeld,Kreuztal,Cistercian,50.4,1262-1525
Sonnefeld,Wechterswinkel,Cistercian,68.2,1262-1525
Sonnefeld,Heiligenthal,Cistercian,77.7,1262-1525
Sonnefeld,Frauenroth,Cistercian,80.4,1262-1525
Sonnefeld,Maidbronn,Cistercian,92.8,1262-1408
Sonnefeld,Kärnach ,Cistercian,97.0,1279-1292
Sonnefeld,Himmelspforten,Cistercian,97.0,1262-1525
Sonnefeld,Frauenthal,Cistercian,125.4,1262-1525
Sonnefeld,SchÃ¶nau,Cistercian,102.3,1262-1525
Sonnefeld,Himmelthal,Cistercian,145.1,1262-1525
S. Niccolo di Prato,S. Domenico,Dominican,58.8,1382-1786
S. Niccolo di Prato,S. Silvestro,Dominican,58.8,1322-1786
S. Niccolo di Prato,S. Paolo all’Orto (Dominican),Dominican,58.8,1300-1808
Engelthal,Pillenreuth,Augustinian,0.0,1300-1565
Engelthal,"Würzburg, Augustinian Canonesses",Augustinian,91.0,1460-1565
Pillenreuth,"Würzburg, Augustinian Canonesses",Augustinian,91.0,1460-1572
Himmelthron,OberschÃ¶nenfeld,Cistercian,121.4,1343-1525
Himmelthron,S. Maria and S. Theodor,Cistercian,50.5,1343-1525
Himmelthron,SchlÃ¼sselau,Cistercian,43.5,1343-1525
Himmelthron,Birkenfeld,Cistercian,36.6,1343-1525
Himmelthron,Marburghausen,Cistercian,76.3,1343-1525
Himmelthron,Zimmern,Cistercian,79.2,1343-1525
Himmelthron,Maihingen,Cistercian,72.1,1473-1525
Himmelthron,S. Johanniszelle unter Wildberg,Cistercian,103.7,1343-1525
Himmelthron,Kreuztal,Cistercian,85.4,1343-1525
Himmelthron,Wechterswinkel,Cistercian,122.5,1343-1525
Himmelthron,Heiligenthal,Cistercian,85.2,1343-1525
Himmelthron,Frauenroth,Cistercian,119.8,1343-1525
Himmelthron,Maidbronn,Cistercian,92.3,1343-1408
Himmelthron,Kärnach ,Cistercian,91.0,None
Himmelthron,Himmelspforten,Cistercian,91.0,1343-1525
Himmelthron,Frauenthal,Cistercian,94.8,1343-1525
Himmelthron,SchÃ¶nau,Cistercian,118.8,1343-1525
Himmelthron,Himmelthal,Cistercian,144.4,1343-1525
S. Katharinenkloster,Frauenaurach,Dominican,16.7,1295-1525
S. Katharinenkloster,S. Katharina (S. Katharine),Dominican,121.4,1295-1525
S. Katharinenkloster,S. Ursula,Dominican,121.4,1335-1525
S. Katharinenkloster,Heilig Grab,Dominican,50.5,1365-1525
S. Katharinenkloster,Dominikanerinnenkloster St. Agnes,Dominican,109.3,1295-1525
S. Katharinenkloster,S. Agnes,Dominican,91.0,1295-1525
S. Caterina delle Ruote,S. Agostino in via Romea,Augustinian,72.5,None
Drübeck Abbey,Gerbstedt,Benedictine,0.0,985-1552
Drübeck Abbey,Isenhagen,Benedictine,97.9,1243-1552
Drübeck Abbey,Medingen,Benedictine,123.2,1228-1552
Drübeck Abbey,Heiligen Kreuz,Benedictine,54.9,1230-1545
Drübeck Abbey,Neuwerk,Benedictine,42.4,1186-1552
Drübeck Abbey,Gernrode,Benedictine,71.3,959-1552
Drübeck Abbey,Frauensee,Benedictine,114.0,1202-1540
Drübeck Abbey,S. Marien (S. Mary's),Benedictine,70.2,973-1552
Drübeck Abbey,Braunschweig,Benedictine,80.2,1230-1542
Drübeck Abbey,Escherde,Benedictine,103.9,1203-1552
Drübeck Abbey,Kemnade,Benedictine,110.0,959-1552
Drübeck Abbey,Wunstorf,Benedictine,124.6,877-1529
Gerbstedt,Isenhagen,Benedictine,97.9,1243-1590
Gerbstedt,Medingen,Benedictine,123.2,1228-1590
Gerbstedt,Heiligen Kreuz,Benedictine,54.9,1230-1545
Gerbstedt,Neuwerk,Benedictine,42.4,1186-1570
Gerbstedt,Gernrode,Benedictine,71.3,985-1590
Gerbstedt,Frauensee,Benedictine,114.0,1202-1540
Gerbstedt,S. Marien (S. Mary's),Benedictine,70.2,985-1570
Gerbstedt,Braunschweig,Benedictine,80.2,1230-1542
Gerbstedt,Escherde,Benedictine,103.9,1203-1590
Gerbstedt,Kemnade,Benedictine,110.0,985-1579
Gerbstedt,Wunstorf,Benedictine,124.6,985-1529
Aschersleben,Dietenborn,Cistercian,60.1,1496-1525
Aschersleben,Abbenrode,Cistercian,24.0,1267-1525
Aschersleben,WÃ¶ltingerode,Cistercian,42.4,1267-1525
Aschersleben,Wienhausen,Cistercian,96.4,1267-1525
Aschersleben,Marienrode,Cistercian,80.2,1267-1525
Aschersleben,Mariengarten,Cistercian,86.5,1267-1525
St. Marienberg,Heiningen,Augustinian,53.5,1180-1528
St. Marienberg,Ebstorf Abbey,Augustinian,97.8,1180-1528
St. Marienberg,Lammspringe,Augustinian,74.8,1180-1528
St. Marienberg,Derneburg,Augustinian,72.8,1180-1528
St. Marienberg,Heilig Kreuz (Augustinian),Augustinian,90.7,1464-1528
St. Marienberg,Eldagsen,Augustinian,99.5,1435-1528
Frauenaurach,S. Katharina (S. Katharine),Dominican,136.7,1268-1548
Frauenaurach,S. Ursula,Dominican,136.7,1335-1548
Frauenaurach,Heilig Grab,Dominican,33.8,1365-1548
Frauenaurach,Dominikanerinnenkloster St. Agnes,Dominican,121.8,1270-1542
Frauenaurach,S. Agnes,Dominican,80.4,1268-1548
OberschÃ¶nenfeld,Birkenfeld,Cistercian,136.3,1275-1544
OberschÃ¶nenfeld,Zimmern,Cistercian,61.0,1245-1525
OberschÃ¶nenfeld,Maihingen,Cistercian,68.8,1473-1803
OberschÃ¶nenfeld,Falkenhagen,Cistercian,134.3,1230-1247
OberschÃ¶nenfeld,Herwardeshausen,Cistercian,134.3,1245-1529
OberschÃ¶nenfeld,Heggbach,Cistercian,134.3,1231-1803
OberschÃ¶nenfeld,Pielenhofen,Cistercian,134.3,1237-1803
S. Katharina (S. Katharine),S. Ursula,Dominican,0.0,1335-1802
S. Katharina (S. Katharine),Dominikanerinnenkloster St. Agnes,Dominican,40.7,1270-1542
S. Katharina (S. Katharine),Maria Medingen,Dominican,134.3,1246-1542
S. Katharina (S. Katharine),Heiligen Kreuz (Dominican),Dominican,134.3,1233-1802
S. Ursula,Dominikanerinnenkloster St. Agnes,Dominican,40.7,1335-1542
S. Ursula,Maria Medingen,Dominican,134.3,1335-1542
S. Ursula,Heiligen Kreuz (Dominican),Dominican,134.3,1335-1803
S. Martin,Kaufbeuren,Franciscan,58.1,1263-1533
S. Martin,Name unknown (Franciscan Tertiaries),Franciscan,61.0,1263-1533
S. Martin,Name unknown (Franciscans/Clares),Franciscan,37.7,1263-1533
S. Martin,Lindau (Tertiaries),Franciscan,128.6,1263-1528
S. Martin,Inzigkoven,Franciscan,128.4,1354-1533
S. Maria and S. Theodor,SchlÃ¼sselau,Cistercian,8.9,1280-1554
S. Maria and S. Theodor,Birkenfeld,Cistercian,40.2,1275-1544
S. Maria and S. Theodor,Marburghausen,Cistercian,31.5,1236-1554
S. Maria and S. Theodor,Zimmern,Cistercian,119.2,1245-1525
S. Maria and S. Theodor,Maihingen,Cistercian,110.9,1473-1554
S. Maria and S. Theodor,S. Johanniszelle unter Wildberg,Cistercian,54.5,1157-1554
S. Maria and S. Theodor,Kreuztal,Cistercian,40.1,1237-1554
S. Maria and S. Theodor,Wechterswinkel,Cistercian,75.0,1157-1554
S. Maria and S. Theodor,Heiligenthal,Cistercian,54.4,1234-1554
S. Maria and S. Theodor,Frauenroth,Cistercian,77.0,1231-1537
S. Maria and S. Theodor,Maidbronn,Cistercian,67.6,1232-1408
S. Maria and S. Theodor,Kärnach ,Cistercian,69.8,1279-1292
S. Maria and S. Theodor,Himmelspforten,Cistercian,69.8,1231-1554
S. Maria and S. Theodor,Frauenthal,Cistercian,91.9,1157-1554
S. Maria and S. Theodor,SchÃ¶nau,Cistercian,86.6,1189-1554
S. Maria and S. Theodor,Himmelthal,Cistercian,123.7,1232-1554
Heilig Grab,S. Agnes,Dominican,69.8,1365-1560
Dietenborn,Abbenrode,Cistercian,67.5,1496-1525
Dietenborn,S. Johanniszelle unter Wildberg,Cistercian,122.0,1496-1525
Dietenborn,Kreuztal,Cistercian,144.1,1496-1525
Dietenborn,WÃ¶ltingerode,Cistercian,67.1,1496-1525
Dietenborn,Wechterswinkel,Cistercian,117.2,1496-1525
Dietenborn,Wienhausen,Cistercian,143.1,1496-1525
Dietenborn,Frauenroth,Cistercian,136.4,1496-1525
Dietenborn,Marienrode,Cistercian,107.6,1496-1525
Dietenborn,Mariengarten,Cistercian,67.1,1496-1525
SchlÃ¼sselau,Birkenfeld,Cistercian,31.5,1280-1544
SchlÃ¼sselau,Marburghausen,Cistercian,34.3,1280-1554
SchlÃ¼sselau,Zimmern,Cistercian,110.4,1280-1525
SchlÃ¼sselau,Maihingen,Cistercian,102.0,1473-1554
SchlÃ¼sselau,S. Johanniszelle unter Wildberg,Cistercian,60.2,1280-1554
SchlÃ¼sselau,Kreuztal,Cistercian,43.4,1280-1554
SchlÃ¼sselau,Wechterswinkel,Cistercian,79.7,1280-1554
SchlÃ¼sselau,Heiligenthal,Cistercian,52.6,1280-1554
SchlÃ¼sselau,Frauenroth,Cistercian,79.6,1280-1537
SchlÃ¼sselau,Maidbronn,Cistercian,64.7,1280-1408
SchlÃ¼sselau,Kärnach ,Cistercian,66.1,1280-1292
SchlÃ¼sselau,Himmelspforten,Cistercian,66.1,1280-1554
SchlÃ¼sselau,Frauenthal,Cistercian,85.6,1280-1554
SchlÃ¼sselau,SchÃ¶nau,Cistercian,85.9,1280-1554
SchlÃ¼sselau,Himmelthal,Cistercian,120.8,1280-1554
Abbenrode,WÃ¶ltingerode,Cistercian,20.8,1252-1554
Abbenrode,Wienhausen,Cistercian,77.6,1252-1554
Abbenrode,Marienrode,Cistercian,56.2,1252-1554
Abbenrode,Mariengarten,Cistercian,72.2,1252-1543
Abbenrode,Brenkhausen,Cistercian,136.8,1252-1554
Abbenrode,Gokirch,Cistercian,136.8,1252-1554
Kaufbeuren,Name unknown (Franciscan Tertiaries),Franciscan,108.2,1261-1536
Kaufbeuren,Name unknown (Franciscans/Clares),Franciscan,78.1,1261-1803
Kaufbeuren,Lindau (Tertiaries),Franciscan,79.4,1261-1528
Kaufbeuren,Inzigkoven,Franciscan,107.1,1354-1802
Birkenfeld,Marburghausen,Cistercian,51.1,1275-1544
Birkenfeld,Zimmern,Cistercian,81.6,1275-1525
Birkenfeld,Maihingen,Cistercian,72.9,1473-1544
Birkenfeld,S. Johanniszelle unter Wildberg,Cistercian,80.6,1275-1544
Birkenfeld,Kreuztal,Cistercian,59.2,1275-1544
Birkenfeld,Wechterswinkel,Cistercian,95.8,1275-1544
Birkenfeld,Heiligenthal,Cistercian,50.7,1275-1544
Birkenfeld,Frauenroth,Cistercian,88.8,1275-1537
Birkenfeld,Maidbronn,Cistercian,56.1,1275-1408
Birkenfeld,Kärnach ,Cistercian,54.4,1279-1292
Birkenfeld,Himmelspforten,Cistercian,54.4,1275-1544
Birkenfeld,Frauenthal,Cistercian,61.4,1275-1544
Birkenfeld,SchÃ¶nau,Cistercian,83.2,1275-1544
Birkenfeld,Falkenhagen,Cistercian,136.9,None
Birkenfeld,Herwardeshausen,Cistercian,136.9,1275-1529
Birkenfeld,Heggbach,Cistercian,136.9,1275-1544
Birkenfeld,Pielenhofen,Cistercian,136.9,1275-1544
Birkenfeld,Himmelthal,Cistercian,107.9,1275-1544
Isenhagen,Medingen,Benedictine,25.9,1243-1810
Isenhagen,Heiligen Kreuz,Benedictine,51.9,1243-1545
Isenhagen,Neuwerk,Benedictine,92.7,1243-1570
Isenhagen,Lüneburg (St Bartholomä),Benedictine,59.1,1243-1530
Isenhagen,Gernrode,Benedictine,149.4,1243-1610
Isenhagen,S. Marien (S. Mary's),Benedictine,103.4,1243-1570
Isenhagen,Braunschweig,Benedictine,78.4,1243-1542
Isenhagen,Escherde,Benedictine,70.6,1243-1625
Isenhagen,"Buxtehude, Altkloster",Benedictine,102.2,1243-1651
Isenhagen,"Buxtehude, Neukloster",Benedictine,102.2,1270-1705
Isenhagen,Kemnade,Benedictine,127.4,1243-1579
Isenhagen,Wunstorf,Benedictine,85.8,1243-1529
Isenhagen,Walsrode,Benedictine,124.2,1243-1810
Isenhagen,"Bassum (Syke, Germany)",Benedictine,121.4,1243-1803
Medingen,Heiligen Kreuz,Benedictine,77.4,1230-1545
Medingen,Neuwerk,Benedictine,118.1,1228-1570
Medingen,Lüneburg (St Bartholomä),Benedictine,33.6,1228-1530
Medingen,S. Marien (S. Mary's),Benedictine,126.9,1228-1570
Medingen,Braunschweig,Benedictine,99.7,1230-1542
Medingen,Escherde,Benedictine,86.1,1228-1625
Medingen,"Buxtehude, Altkloster",Benedictine,81.0,1228-1651
Medingen,"Buxtehude, Neukloster",Benedictine,81.0,1270-1705
Medingen,Kemnade,Benedictine,147.2,1228-1579
Medingen,Wunstorf,Benedictine,97.0,1228-1529
Medingen,Walsrode,Benedictine,134.3,1228-2022
Medingen,"Bassum (Syke, Germany)",Benedictine,117.2,1228-1803
Heiligen Kreuz,Neuwerk,Benedictine,40.9,1230-1545
Heiligen Kreuz,Lüneburg (St Bartholomä),Benedictine,109.6,1230-1530
Heiligen Kreuz,Gernrode,Benedictine,97.6,1230-1545
Heiligen Kreuz,Frauensee,Benedictine,144.6,1230-1540
Heiligen Kreuz,S. Marien (S. Mary's),Benedictine,55.7,1230-1545
Heiligen Kreuz,Braunschweig,Benedictine,41.1,1230-1542
Heiligen Kreuz,Escherde,Benedictine,54.5,1230-1545
Heiligen Kreuz,"Buxtehude, Altkloster",Benedictine,145.1,1230-1545
Heiligen Kreuz,"Buxtehude, Neukloster",Benedictine,145.1,1270-1545
Heiligen Kreuz,Kemnade,Benedictine,88.1,1230-1545
Heiligen Kreuz,Wunstorf,Benedictine,75.7,1230-1529
Heiligen Kreuz,Walsrode,Benedictine,109.2,1230-1545
Heiligen Kreuz,"Bassum (Syke, Germany)",Benedictine,135.6,1230-1545
Heiligen Kreuz,Herford,Benedictine,134.9,1230-1545
Kitzingen,Gernrode,Benedictine,140.5,959-1544
Kitzingen,Frauensee,Benedictine,94.5,1202-1540
Kitzingen,Schwarzach,Benedictine,56.4,770-877
Kitzingen,Charoltesbach,Benedictine,56.4,800-900
Kitzingen,Thulba,Benedictine,56.4,1127-1525
Kitzingen,S. Ulrich,Benedictine,56.4,1350-1544
Kitzingen,S. Afra,Benedictine,56.4,1147-1544
Kitzingen,Karlsburg,Benedictine,56.5,741-1350
Kitzingen,Amorbach,Benedictine,107.6,734-1431
Kitzingen,Schmerlenbach,Benedictine,95.1,1218-1544
S. Maria al Corso,S. Dalmazio,Benedictine,0.0,782-867
S. Maria al Corso,S. Cerbone,Benedictine,0.0,None
S. Maria al Corso,Dominae de Campo S. Petro,Benedictine,0.0,None
S. Maria al Corso,S. Anna (Lucca),Benedictine,0.0,722-867
S. Maria al Corso,S. Benedetto e S. Scolastica (Lucca),Benedictine,0.0,823-867
S. Maria al Corso,S. Bartolomeo,Benedictine,37.5,None
S. Maria al Corso,"Pieve di San Moderanno (Berceto, PR)",Benedictine,84.6,722-867
S. Maria al Corso,"Abbazia di San Caprasio (Aulla, MS)",Benedictine,60.0,None
S. Maria al Corso,"Abbazia di San Colombano (Bobbio, PC)",Benedictine,136.3,722-867
S. Dalmazio,S. Cerbone,Benedictine,0.0,1149-1282
S. Dalmazio,Dominae de Campo S. Petro,Benedictine,0.0,None
S. Dalmazio,S. Anna (Lucca),Benedictine,0.0,782-1282
S. Dalmazio,S. Benedetto e S. Scolastica (Lucca),Benedictine,0.0,823-1282
S. Dalmazio,S. Bartolomeo,Benedictine,37.5,1057-1282
S. Dalmazio,"Pieve di San Moderanno (Berceto, PR)",Benedictine,84.6,782-1282
S. Dalmazio,"Abbazia di San Caprasio (Aulla, MS)",Benedictine,60.0,884-1282
S. Dalmazio,"Abbazia di San Colombano (Bobbio, PC)",Benedictine,136.3,782-1282
S. Cerbone,Dominae de Campo S. Petro,Benedictine,0.0,1302-1442
S. Cerbone,S. Anna (Lucca),Benedictine,0.0,1149-1442
S. Cerbone,S. Benedetto e S. Scolastica (Lucca),Benedictine,0.0,1149-1442
S. Cerbone,S. Bartolomeo,Benedictine,37.5,1149-1410
S. Cerbone,"Pieve di San Moderanno (Berceto, PR)",Benedictine,84.6,1149-1442
S. Cerbone,"Abbazia di San Caprasio (Aulla, MS)",Benedictine,60.0,1149-1442
S. Cerbone,"Abbazia di San Colombano (Bobbio, PC)",Benedictine,136.3,1149-1442
Dominae de Campo S. Petro,S. Anna (Lucca),Benedictine,0.0,1302-1786
Dominae de Campo S. Petro,S. Benedetto e S. Scolastica (Lucca),Benedictine,0.0,1302-1786
Dominae de Campo S. Petro,S. Bartolomeo,Benedictine,37.5,1302-1410
Dominae de Campo S. Petro,"Pieve di San Moderanno (Berceto, PR)",Benedictine,84.6,1302-1450
Dominae de Campo S. Petro,"Abbazia di San Caprasio (Aulla, MS)",Benedictine,60.0,1302-1785
Dominae de Campo S. Petro,"Abbazia di San Colombano (Bobbio, PC)",Benedictine,136.3,1302-1786
S. Anna (Lucca),S. Benedetto e S. Scolastica (Lucca),Benedictine,0.0,823-1808
